road_site_id,avg_daily_traffic,median_daily_traffic,n_days,rain_mean_mm,road_name,lane,x_utm32,y_utm32,lon,lat,station_id,station_distance_km
101 1011492-0 1/ 124 +||Ellebjergvej||720881||6172777,17145.837941628266,18335.0,1302,1.988325652841782,Ellebjergvej,,720881,6172777,12.510778460503014,55.65054271410487,5735,5.742920096478545
101 1011492-0 1/ 124 -||Ellebjergvej||720881||6172777,17359.69815668203,18395.5,1302,1.988325652841782,Ellebjergvej,,720881,6172777,12.510778460503014,55.65054271410487,5735,5.742920096478545
101 1011492-0 1/ 124 T||Ellebjergvej||720881||6172777,34505.536098310295,36694.5,1302,1.988325652841782,Ellebjergvej,,720881,6172777,12.510778460503014,55.65054271410487,5735,5.742920096478545
101 1011600-0 2/ 400 +||Englandsvej||726552||6171708,6074.616081540204,6456.0,883,1.4778029445073613,Englandsvej,,726552,6171708,12.599838269497782,55.63834706611601,6180,3.94294770962797
101 1011600-0 2/ 400 -||Englandsvej||726552||6171708,7816.204983012458,7981.0,883,1.4778029445073613,Englandsvej,,726552,6171708,12.599838269497782,55.63834706611601,6180,3.94294770962797
101 1011600-0 2/ 400 T||Englandsvej||726552||6171708,13890.821064552661,14265.0,883,1.4778029445073613,Englandsvej,,726552,6171708,12.599838269497782,55.63834706611601,6180,3.94294770962797
101 1011908-0 0/ 66 +||Fredensbro||724290||6177606,18577.570125427595,19651.0,877,1.8329532497149372,Fredensbro,,724290,6177606,12.56879032217964,55.69228869871818,5735,0.6033948283205136
101 1011908-0 0/ 66 -||Fredensbro||724290||6177606,19290.333041191938,20085.0,1141,2.024802804557406,Fredensbro,,724290,6177606,12.56879032217964,55.69228869871818,5735,0.6033948283205136
101 1011908-0 0/ 66 T||Fredensbro||724290||6177606,37606.606229143494,39939.0,899,1.8401557285873191,Fredensbro,,724290,6177606,12.56879032217964,55.69228869871818,5735,0.6033948283205136
101 1011964-0 0/ 200 +||Frederikssundsvej||722023||6178546,7421.225296442688,7609.0,1012,2.1012845849802373,Frederikssundsvej,,722023,6178546,12.533557598251525,55.70176099776455,5735,2.982842663617858
101 1011964-0 0/ 200 -||Frederikssundsvej||722023||6178546,8510.025691699604,8763.5,1012,2.1012845849802373,Frederikssundsvej,,722023,6178546,12.533557598251525,55.70176099776455,5735,2.982842663617858
101 1011964-0 0/ 200 T||Frederikssundsvej||722023||6178546,15927.056324110672,16393.0,1012,2.1012845849802373,Frederikssundsvej,,722023,6178546,12.533557598251525,55.70176099776455,5735,2.982842663617858
101 1012068-0 0/ 299 +||Gadelandet||718787||6179412,3044.69360764144,3308.0,1361,1.983982365907421,Gadelandet,,718787,6179412,12.482854854368124,55.71099768724338,5735,6.278258133538878
101 1012068-0 0/ 299 -||Gadelandet||718787||6179412,3199.1947097722264,3443.0,1361,1.983982365907421,Gadelandet,,718787,6179412,12.482854854368124,55.71099768724338,5735,6.278258133538878
101 1012068-0 0/ 299 T||Gadelandet||718787||6179412,6240.936811168259,6819.0,1361,1.983982365907421,Gadelandet,,718787,6179412,12.482854854368124,55.71099768724338,5735,6.278258133538878
101 1012890-0 6/ 560 +||Hareskovvej||719487||6180473,21672.752066115703,23360.0,121,1.5661157024793388,Hareskovvej,,719487,6180473,12.49482539698566,55.7201972219398,5735,6.140852120374884
101 1012890-0 6/ 560 -||Hareskovvej||719487||6180473,14817.285714285714,13620.0,28,2.025,Hareskovvej,,719487,6180473,12.49482539698566,55.7201972219398,5735,6.140852120374884
101 1012890-0 6/ 560 T||Hareskovvej||719487||6180473,35335.25,37173.0,28,2.025,Hareskovvej,,719487,6180473,12.49482539698566,55.7201972219398,5735,6.140852120374884
101 1013300-0 0/ 50 +||Islands Brygge||725115||6175120,871.1431701972242,861.0,1369,1.981592403214025,Islands Brygge,,725115,6175120,12.57984921196234,55.669612748433664,5735,2.0531103524957177
101 1013300-0 0/ 50 -||Islands Brygge||725115||6175120,3169.7880116959063,3437.5,1368,1.9830409356725147,Islands Brygge,,725115,6175120,12.57984921196234,55.669612748433664,5735,2.0531103524957177
101 1013300-0 0/ 50 T||Islands Brygge||725115||6175120,4041.3238304093566,4323.0,1368,1.9830409356725147,Islands Brygge,,725115,6175120,12.57984921196234,55.669612748433664,5735,2.0531103524957177
101 1013332-0 0/ 781 +||Jagtvej||722980||6177692,9910.324538258576,9450.0,379,2.6007915567282325,Jagtvej,,722980,6177692,12.54806115010662,55.69366342867243,5735,1.7632490777732472
101 1013332-0 0/ 781 -||Jagtvej||722980||6177692,10252.598465473146,9943.0,391,2.571867007672634,Jagtvej,,722980,6177692,12.54806115010662,55.69366342867243,5735,1.7632490777732472
101 1013332-0 0/ 781 T||Jagtvej||722980||6177692,19817.413333333334,19210.0,375,2.6229333333333336,Jagtvej,,722980,6177692,12.54806115010662,55.69366342867243,5735,1.7632490777732472
101 1013516-0 0/ 194 +||Kalkbrænderihavnsgade||725807||6177949,7905.474626865672,8599.0,335,1.28,Kalkbrænderihavnsgade,,725807,6177949,12.59315747908072,55.69466140580975,5735,1.412032426305074
101 1013516-0 0/ 194 -||Kalkbrænderihavnsgade||725807||6177949,7678.408536585366,8423.5,328,1.2935975609756099,Kalkbrænderihavnsgade,,725807,6177949,12.59315747908072,55.69466140580975,5735,1.412032426305074
101 1013516-0 0/ 194 T||Kalkbrænderihavnsgade||725807||6177949,15480.362804878048,17051.0,328,1.2935975609756099,Kalkbrænderihavnsgade,,725807,6177949,12.59315747908072,55.69466140580975,5735,1.412032426305074
101 1013520-0 0/ 562 +||Kalvebod Brygge||724562||6174877,16859.967765567766,17568.0,1365,1.9816849816849818,Kalvebod Brygge,,724562,6174877,12.570875705677553,55.66768942911562,5735,2.245885416790672
101 1013520-0 0/ 562 -||Kalvebod Brygge||724562||6174877,17244.491575091575,18177.0,1365,1.9816849816849818,Kalvebod Brygge,,724562,6174877,12.570875705677553,55.66768942911562,5735,2.245885416790672
101 1013520-0 0/ 562 T||Kalvebod Brygge||724562||6174877,34102.057875457875,35780.0,1365,1.9816849816849818,Kalvebod Brygge,,724562,6174877,12.570875705677553,55.66768942911562,5735,2.245885416790672
101 1014796-0 0/ 147 +||Molbechsvej||721336||6174101,2235.3444940476193,2285.5,1344,1.9999255952380952,Molbechsvej,,721336,6174101,12.51906143409538,55.66221009905475,5735,4.477647586597786
101 1014796-0 0/ 147 -||Molbechsvej||721336||6174101,875.2405063291139,918.0,1343,1.998957557706627,Molbechsvej,,721336,6174101,12.51906143409538,55.66221009905475,5735,4.477647586597786
101 1014796-0 0/ 147 T||Molbechsvej||721336||6174101,3108.492926284438,3278.0,1343,1.998957557706627,Molbechsvej,,721336,6174101,12.51906143409538,55.66221009905475,5735,4.477647586597786
101 1014844-0 0/ 156 +||Mozartsvej||722115||6172593,1801.0386861313868,1827.5,1370,1.95992700729927,Mozartsvej,,722115,6172593,12.530201925584544,55.64833038607125,5735,5.184117468351739
101 1014844-0 0/ 156 -||Mozartsvej||722115||6172593,1734.5029197080291,1748.0,1370,1.95992700729927,Mozartsvej,,722115,6172593,12.530201925584544,55.64833038607125,5735,5.184117468351739
101 1014844-0 0/ 156 T||Mozartsvej||722115||6172593,3534.3,3572.0,1370,1.95992700729927,Mozartsvej,,722115,6172593,12.530201925584544,55.64833038607125,5735,5.184117468351739
101 1015968-0 1/ 61 +1||Roskildevej||718730||6175142,11427.46020260492,12401.0,691,2.062083936324168,Roskildevej,1.0,718730,6175142,12.478543371612943,55.672726549270536,5735,6.226809278273065
101 1015968-0 1/ 61 +2||Roskildevej||718730||6175142,6999.810144927536,7388.0,690,2.0446376811594202,Roskildevej,2.0,718730,6175142,12.478543371612943,55.672726549270536,5735,6.226809278273065
101 1015968-0 1/ 61 +||Roskildevej||718730||6175142,18383.87953555878,19905.0,689,2.0449927431059507,Roskildevej,,718730,6175142,12.478543371612943,55.672726549270536,5735,6.226809278273065
101 1015968-0 1/ 61 -1||Roskildevej||718730||6175142,9274.112879884226,10091.0,691,2.062083936324168,Roskildevej,1.0,718730,6175142,12.478543371612943,55.672726549270536,5735,6.226809278273065
101 1015968-0 1/ 61 -2||Roskildevej||718730||6175142,9265.075471698114,9833.0,689,2.0680696661828737,Roskildevej,2.0,718730,6175142,12.478543371612943,55.672726549270536,5735,6.226809278273065
101 1015968-0 1/ 61 -||Roskildevej||718730||6175142,18539.696661828737,19931.0,689,2.0680696661828737,Roskildevej,,718730,6175142,12.478543371612943,55.672726549270536,5735,6.226809278273065
101 1015968-0 1/ 61 T||Roskildevej||718730||6175142,36915.626453488374,39830.0,688,2.04796511627907,Roskildevej,,718730,6175142,12.478543371612943,55.672726549270536,5735,6.226809278273065
101 1016264-0 0/ 248 +||Skt. Kjelds Gade||724059||6179474,519.8810218978102,517.0,1370,1.98014598540146,Skt. Kjelds Gade,,724059,6179474,12.56664989606374,55.70914754712229,5735,2.420428996554096
101 1016264-0 0/ 248 -||Skt. Kjelds Gade||724059||6179474,604.1905109489051,593.0,1370,1.98014598540146,Skt. Kjelds Gade,,724059,6179474,12.56664989606374,55.70914754712229,5735,2.420428996554096
101 1016264-0 0/ 248 T||Skt. Kjelds Gade||724059||6179474,1123.941605839416,1123.5,1370,1.98014598540146,Skt. Kjelds Gade,,724059,6179474,12.56664989606374,55.70914754712229,5735,2.420428996554096
101 1017280-0 0/ 332 +||Sølvgade||725098||6177029,5267.856856856857,5618.0,999,1.8489489489489488,Sølvgade,,725098,6177029,12.581145131409627,55.68674028436356,5735,0.4509980766118979
101 1017280-0 0/ 332 -||Sølvgade||725098||6177029,8260.865731462925,8579.0,998,1.8463927855711424,Sølvgade,,725098,6177029,12.581145131409627,55.68674028436356,5735,0.4509980766118979
101 1017280-0 0/ 332 T||Sølvgade||725098||6177029,13527.74749498998,14251.0,998,1.8463927855711424,Sølvgade,,725098,6177029,12.581145131409627,55.68674028436356,5735,0.4509980766118979
101 1017592-0 0/ 635 +||Torvegade||726066||6175240,14092.526277372262,14598.0,1370,1.98014598540146,Torvegade,,726066,6175240,12.595037788980418,55.67024734093181,5735,2.348644757985736
101 1017592-0 0/ 635 -||Torvegade||726066||6175240,13728.753284671533,13881.5,1370,1.98014598540146,Torvegade,,726066,6175240,12.595037788980418,55.67024734093181,5735,2.348644757985736
101 1017592-0 0/ 635 T||Torvegade||726066||6175240,27820.844525547443,28490.0,1370,1.98014598540146,Torvegade,,726066,6175240,12.595037788980418,55.67024734093181,5735,2.348644757985736
101 1017684-0 1/ 651 +||Tuborgvej||722325||6180411,13147.86122881356,14685.0,944,1.7953389830508475,Tuborgvej,,722325,6180411,12.53986751879737,55.71834847510562,5735,4.02068671013584
101 1017684-0 1/ 651 -||Tuborgvej||722325||6180411,13615.248144220574,15068.0,943,1.7972428419936373,Tuborgvej,,722325,6180411,12.53986751879737,55.71834847510562,5735,4.02068671013584
101 1017684-0 1/ 651 T||Tuborgvej||722325||6180411,26765.62884411453,29839.0,943,1.7972428419936373,Tuborgvej,,722325,6180411,12.53986751879737,55.71834847510562,5735,4.02068671013584
101 1018128-0 3/ 215 +||Vejlands Alle´||724365||6171942,13556.870565675934,14070.0,1043,1.727229146692234,Vejlands Alle´,,724365,6171942,12.565354165258793,55.64145924073255,5735,5.182637667303891
101 1018128-0 3/ 215 -||Vejlands Alle´||724365||6171942,7724.992329817833,5971.0,1043,1.727229146692234,Vejlands Alle´,,724365,6171942,12.565354165258793,55.64145924073255,5735,5.182637667303891
101 1018128-0 3/ 215 T||Vejlands Alle´||724365||6171942,21277.877277085332,20866.0,1043,1.727229146692234,Vejlands Alle´,,724365,6171942,12.565354165258793,55.64145924073255,5735,5.182637667303891
101 1018308-0 1/ 516 +||Vigerslev Allé||721273||6174037,9815.585443037975,10182.0,948,1.9436708860759493,Vigerslev Allé,,721273,6174037,12.518010357423124,55.66166480230542,5735,4.567086565856238
101 1018308-0 1/ 516 -||Vigerslev Allé||721273||6174037,10323.62447257384,11266.5,948,1.9436708860759493,Vigerslev Allé,,721273,6174037,12.518010357423124,55.66166480230542,5735,4.567086565856238
101 1018308-0 1/ 516 T||Vigerslev Allé||721273||6174037,20136.59388185654,21349.0,948,1.9436708860759493,Vigerslev Allé,,721273,6174037,12.518010357423124,55.66166480230542,5735,4.567086565856238
101 1018404-0 0/ 349 +||Wittenberggade||727197||6174356,2557.1007927519818,2617.0,883,1.7584371460928654,Wittenberggade,,727197,6174356,12.6122524366744,55.66179247009972,5735,3.749116421000878
101 1018404-0 0/ 349 -||Wittenberggade||727197||6174356,2253.908267270668,2329.0,883,1.7584371460928654,Wittenberggade,,727197,6174356,12.6122524366744,55.66179247009972,5735,3.749116421000878
101 1018404-0 0/ 349 T||Wittenberggade||727197||6174356,4811.00906002265,4973.0,883,1.7584371460928654,Wittenberggade,,727197,6174356,12.6122524366744,55.66179247009972,5735,3.749116421000878
101 1018541-0 3/ 638 +||Ørestads Boulevard||725458||6171542,4022.0563620836892,4116.0,1171,1.6607173356105893,Ørestads Boulevard,,725458,6171542,12.582357128503634,55.6373666716172,6180,4.739752924375744
101 1018541-0 3/ 638 -||Ørestads Boulevard||725458||6171542,4441.707941929974,4562.0,1171,1.6607173356105893,Ørestads Boulevard,,725458,6171542,12.582357128503634,55.6373666716172,6180,4.739752924375744
101 1018541-0 3/ 638 T||Ørestads Boulevard||725458||6171542,8463.421861656703,8697.0,1171,1.6607173356105893,Ørestads Boulevard,,725458,6171542,12.582357128503634,55.6373666716172,6180,4.739752924375744
101 1018636-0 0/ 180 +||Åboulevard||723530||6176573,20269.714285714286,21585.5,56,1.4214285714285713,Åboulevard,,723530,6176573,12.55588192104472,55.68337519542479,5735,1.2492289875345932
101 1018636-0 0/ 180 -||Åboulevard||723530||6176573,20119.589285714286,21500.0,56,1.4214285714285713,Åboulevard,,723530,6176573,12.55588192104472,55.68337519542479,5735,1.2492289875345932
101 1018636-0 0/ 180 T||Åboulevard||723530||6176573,40389.30357142857,43016.5,56,1.4214285714285713,Åboulevard,,723530,6176573,12.55588192104472,55.68337519542479,5735,1.2492289875345932
